Número,Valor estimado,Modalidade,Publicação,Tipo,Objeto,Abertura,Situação,Secretaria
1204.01/2016 PP,476248.04,PREGÃO,2016-04-12,MENOR PREÇO,"AQUISICAO DE MATERIAIS DE EXPEDIENTE, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",2016-05-05,FECHADA,SECRETARIAS DIVERSAS
2303.04/2016 CP,268878.04,CONCORRÊNCIA,2016-03-29,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS: HERMENEGILDA VERISSIMO DE OLIVEIRA, DR. FRANCISCO ODEON SILVA, JOSE ANICETO SALES E MANOEL DE OLIVEIRA MAGALHAES NO BAIRRO BAILARINA NO MUNICIPIO DE ACARAU - CE.",2016-05-04,FECHADA,Não Identificada
2303.03/2016 CP,424367.28,CONCORRÊNCIA,2016-03-29,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS: JOSE CAPISTRANO NO BAIRRO DE PIRANHAS; CRISTINA CABRAL NO BAIRRO SAGUIM; JOSE MARIA DOS SANTOS, JOAQUIM DE OLIVEIRA MAGALHAES E NEON SALES LOPES NO BAIRRO BAILARINA NO MUNICIPIO.",2016-05-02,FECHADA,Não Identificada
2303.02/2016 CP,541725.03,CONCORRÊNCIA,2016-03-29,MENOR PREÇO,CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS: MONSENHOR VICENTE ALBUQUERQUE NO BAIRRO BURITI; FRANCISCO TEOFILO ROCHA (TRECHO 01 E 02) E VEREADOR ANTONIO FERREIRA SALES NO BAIRRO RODAGEM; RUA DA REPUBLICA E FRANCISCO GONCALVES.,2016-05-02,FECHADA,Não Identificada
2303.01/2016 CP,966034.0,CONCORRÊNCIA,2016-03-29,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS PE CAUBY JARDINS PONTES, JOAO BATISTA PEREIRA E LUIZ MARTINS NA LOCALIDADE DE MORADA NOVA; RUA DAMIANA MARIA BRANDAO NO DISTRITO DE ARANAU; SDO NA LOCALIDADE DE LAGOA DO CARNEIRO.",2016-04-29,FECHADA,Não Identificada
0504.01/2016 PP,476248.04,PREGÃO,2016-04-05,MENOR PREÇO,"AQUISICAO DE MATERIAL DE EXPEDIENTE, DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",2016-04-27,FECHADA,Não Identificada
0404.01/2016 PP,476248.04,PREGÃO,2016-04-04,MENOR PREÇO,"AQUISICAO DE KIT S AUXILIO NATALIDADE COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS, DESTINADAS AS FAMILIAS EM SITUACAO DE RISCO E VULNERABILIDADE SOCIAL DO MUNICIPIO DE ACARAU - CE.",2016-04-20,FECHADA,Não Identificada
2903.02/2016 PP,476248.04,PREGÃO,2016-03-29,MENOR PREÇO,"PRESTACAO DE SERVICOS DE MANUTENCAO DAS TORRES DE RETRANSMISSAO DO SINAL LOCAL DE TV E CONSERVACAO DAS EDIFICACOES QUE ABRIGAM OS EQUIPAMENTOS, DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAU - CE.",2016-04-12,FECHADA,SECRETARIA DE INFRAESTRUTURA
2903.01/2016 PP,476248.04,PREGÃO,2016-03-29,MENOR PREÇO,"AQUISICAO DE URNAS MORTUARIAS E KIT FUNERAL, BEM COMO O SERVICO DE TRANSLADO, COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS, DESTINADAS AS FAMILIAS CARENTES DO MUNICIPIO DE ACARAU - CE.",2016-04-12,FECHADA,Não Identificada
1603.01/2016 TP,549333.3,TOMADA DE PREÇOS,2016-03-17,MENOR PREÇO,"CONTRATACAO DE SERVICOS TECNICOS DE ASSESSORIA E CONSULTORIA NA AREA DE CONTABILIDADE PUBLICA, DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU - CE.",2016-04-05,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1403.02/2016 PP,476248.04,PREGÃO,2016-03-14,MENOR PREÇO,LOCACAO DE VEICULOS DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU - CE.,2016-04-01,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0803.01/2016 PP,476248.04,PREGÃO,2016-03-08,MENOR PREÇO,"AQUISICAO DE EQUIPAMENTO MEDICO HOSPITALAR, ODONTOLOGICO, MATERIAL PERMANENTE, CONSUMO E MOBILIARIO, DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",2016-03-28,FECHADA,SECRETARIA DE SAÚDE
0203.02/2016 PP,476248.04,PREGÃO,2016-03-02,MENOR PREÇO,AQUISICAO DE LIVROS DIDATICOS DESTINADOS A ALUNOS E PROFESSORES DA REDE MUNICIPAL DE EDUCACAO INFANTIL DO MUNICIPIO ACARAU - CE.,2016-03-23,FECHADA,SECRETARIA DE EDUCAÇÃO
0203.01/2016 PP,476248.04,PREGÃO,2016-03-02,MENOR PREÇO,"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS TORRES DE RETRANSMISSÃO DO SINAL LOCAL DE TV E CONSERVAÇÃO DAS EDIFICAÇÕES QUE ABRIGAM OS EQUIPAMENTOS, DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ - CE.",2016-03-21,DESERTA,SECRETARIA DE INFRAESTRUTURA
0103.01/2016 PP,476248.04,PREGÃO,2016-03-01,MENOR PREÇO,AQUISICAO DE IMPRESSORAS E ESTABILIZADORES PARA SUPRIR AS NECESSIDADES DA  SECRETARIA DE ADMINISTRACAO E FINANCAS DO MUNICIPIO DE ACARAU - CE.,2016-03-16,FECHADA,Não Identificada
2202.01/2016,476248.04,PREGÃO,2016-02-22,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE IMPRESSAO OFF-SET, LASER E DIGITAL, DESTINADOS AS SECRETARIAS DE EDUCACAO, SAUDE E ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",2016-03-10,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1802.01/2016 PE,2015010.1,PREGÃO,2016-02-22,MENOR PREÇO,"AQUISICAO DE GENEROS ALIMENTICIOS (PERECIVEIS E NAO-PERECIVEIS),DESTINADOS AOS PROGRAMAS DE RESPONSABILIDADEDA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",2016-03-07,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1702.01/2016 PP,476248.04,PREGÃO,2016-02-17,MENOR PREÇO,CONTRATAÇÃO DE ASSESSORIA E CONSULTORIA ESPECIALIZADA PARA DIAGNOSTICO E RECUPERAÇÃO DE CRÉDITOS REFERENTE A DIFERENÇAS NO FATURAMENTO E RECOLHIMENTO DE IMPOSTOS DAS CONTAS DE ENERGIA DOS PRÉDIOS PÚBLICOS E ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DE ACARAÚ - CE.,2016-03-03,FECHADA,Não Identificada
0102.01/2016 PP,476248.04,PREGÃO,2016-02-01,MENOR PREÇO,"CONTRATACAO DE SERVICOS MECANICOS, ELETRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",2016-02-22,FECHADA,SECRETARIA DE INFRAESTRUTURA
2701.01/2016 PP,476248.04,PREGÃO,2016-01-27,MENOR PREÇO,"AQUISIÇÃO DE URNAS MORTUÁRIAS E KIT FUNERAL, BEM COMO O SERVIÇO DE TRANSLADO, COM VISTAS A CONCESSÃO DE BENEFÍCIOS EVENTUAIS, DESTINADAS AS FAMÍLIAS CARENTES DO MUNICÍPIO DE ACARAÚ - CE.",2016-02-19,FRACASSADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
2201.01/2016 TP,97166.67,TOMADA DE PREÇOS,2016-01-25,MENOR PREÇO,CONTRATACAO DE SERVICOS TECNICOS ESPECIALIZADOS PARA EXECUTAR SERVICO DE ELABORACAO COMPLETA E ACOMPANHAMENTO DO PROJETO DE FINANCIMENTO NO AMBITO DO PMAT...,2016-02-17,FECHADA,Não Identificada
0102.03/2016 PE,3578853.6,PREGÃO,2016-02-02,MENOR PREÇO,"LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2016-02-16,REVOGADA,SECRETARIA DE EDUCAÇÃO
2101.03/2016,476248.04,PREGÃO,2016-01-21,MENOR PREÇO,"AQUISICAO  DE MATERIAL DE EXPEDIENTE, DESTINADOS A MANUTENCAO DAS ATIVIDADES DOS PROGRAMAS E DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",2016-02-15,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
1201.01/2016 PP,289032.59,PREGÃO,2016-01-12,MENOR PREÇO,"AQUISICAO DE MATERIAIS DE LIMPEZA E HIGIENE PESSOAL, DESTINADOS A MANUTENCAO DAS ATIVIDADES DOS PROGRAMAS E DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",2016-02-01,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
0801.02/2016 TP,51999.96,TOMADA DE PREÇOS,2016-01-12,MENOR PREÇO,"CONTRATACAO DE PROFISSIONAL COM FORMACAO EM TECNOLOGIA EM SANEAMENTO AMBIENTAL PARA O DESENVOLVIMENTO DE SERVICOS EM FISCALIZACAO E LICENCIAMENTO AMBIENTAL, JUNTO A SECRETARIA DE MEIO AMBIENTE NO MUNICIPIO DE ACARAU - CE.",2016-01-29,FECHADA,SECRETARIA DE INFRAESTRUTURA
0801.01/2016 TP,51279.96,TOMADA DE PREÇOS,2016-01-12,MENOR PREÇO,"CONTRATACAO DE PROFISSIONAL COM BACHARELADO EM BIOLOGIA PARA DESENVOLVER ESTUDOS E PROJETOS AMBIENTAIS NO SETOR DE EDUCACAO AMBIENTAL, JUNTO A SECRETARIA DE MEIO AMBIENTE NO MUNICIPIO DE ACARAU - CE.",2016-01-28,FECHADA,SECRETARIA DE MEIO AMBIENTE
0601.01/2016 TP,801926.07,TOMADA DE PREÇOS,2016-01-06,MENOR PREÇO,"PAVIMENTACAO EM PEDRA TOSCA NAS RUAS 01,02,03,04,05 NA LOCALIDADE DE MACAJUBA, RUAS JOAO MIRANDA E RAFAEL FERREIRA BRANDAO NO DISTRITO DE ARANAU E NAS RUAS JOSE ANASTACIO FONTELES E DJACIR SALES NA SEDE DO MUNICIPIO DE ACARAU",2016-01-28,FECHADA,Não Identificada
0701.02/2016 TP,154399.92,TOMADA DE PREÇOS,2016-01-07,MENOR PREÇO,"CONTRATACAO DE SERVICOS DE ACOMPANHAMENTO DE INDICES CONSTITUCIONAIS DE APLICACAO EM EDUCACAO E SAUDE, BEM COMO A APLICACAO DA LEI DE RESPONSABILIDADE FISCAL JUNTO AO MUNICIPIO DE ACARAU - CE.",2016-01-27,FECHADA,Não Identificada
0701.01/2016PP,476248.04,PREGÃO,2016-01-07,MENOR PREÇO,"AQUISICAO DE GAS DE COZINHA (GLP), DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAU - CE, CONFORME ESPECIFICACOES EM ANEXO NO EDITAL.",2016-01-26,FECHADA,SECRETARIAS DIVERSAS
0801.03/2016 PP,92800.0,PREGÃO,2016-01-11,MENOR PREÇO,"CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE GERENCIAMENTO, EXECUCAO, COORDENACAO DOS ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURACOES SOLENES DO MUNICIPIO DE ACARAU - CE",2016-01-25,FECHADA,Não Identificada
0501.01/2016 TP,476248.04,TOMADA DE PREÇOS,2016-01-05,MENOR PREÇO,PRESTACAO DE SERVICOS ESPECIALIZADOS EM CONSULTORIA E ASSESSORIA EM ATIVIDADES DE APOIO ADMINISTRATIVO NA AREA DE PLANEJAMENTO E GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.,2016-01-25,FECHADA,SECRETARIA DE ASSISTÊNCIA SOCIAL
0401.01/2016 PP,5533803.5,PREGÃO,2016-01-05,MENOR PREÇO,"AQUISICAO DE COMBUSTIVEL, LUBRIFICANTES E DERIVADOS DO PETROLEO, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",2016-01-18,FECHADA,SECRETARIAS DIVERSAS
0912.01/2015 PE,6441249.37,PREGÃO,2015-12-10,MENOR PREÇO,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), PARA ATENDER AOS PROGRAMAS JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-12-23,FECHADA,SECRETARIA DE EDUCAÇÃO
2711.01/2015 PP,105199.92,PREGÃO,2015-11-30,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE PROCESSAMENTO DE DADOS JUNTO AO MINISTÉRIO DO TRABALHO, MINISTÉRIO DA PREVIDÊNCIA, RECEITA FEDERAL DO BRASIL E CAIXA ECONÔMICA FEDERAL, BEM COMO ASSESSORIA NAS ROTINAS DO SETOR DE RECURSOS HUMANOS, JUNTO A SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ-CE.",2015-12-16,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
1011.01/2015 TP,32400.16,TOMADA DE PREÇOS,2015-11-30,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE PROCESSAMENTO DE DADOS JUNTO AO MINISTÉRIO DO TRABALHO, MINISTÉRIO DA PREVIDÊNCIA, RECEITA FEDERAL DO BRASIL E CAIXA ECONÔMICA FEDERAL, BEM COMO ASSESSORIA NAS ROTINAS DO SETOR DE RECURSOS HUMANOS, JUNTO A SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ-CE.",2015-12-07,FECHADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0511.01/2015 PP,49962.34,PREGÃO,2015-11-09,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, DESTINADO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-11-20,FECHADA,SECRETARIA DE SAÚDE
1510.01/2015 TP,7300.0,TOMADA DE PREÇOS,2015-10-23,MENOR PREÇO,"CONTRATAÇÃO DE CONSULTORIA TÉCNICA ESPECIALIZADA DE AGROECOLOGIA, GEOREFERENCIAMENTO, ANÁLISE DE ESTUDOS AMBIENTAIS, ARBORIZAÇÃO URBANA E ELABORAÇÃO DE PLANO DE MANEJO DA ÁREA DE PRESERVAÇÃO DA LAGOA DO ESPINHO, DESTINADOS A SECRETARIA DE MEIO AMBIENTE DO MUNICÍPIO DE ACARAÚ - CE.",2015-11-10,DESERTA,SECRETARIA DE MEIO AMBIENTE
0710.02/2015 PP,1047844.35,PREGÃO,2015-10-16,MENOR PREÇO,LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE.,2015-11-04,REVOGADA,SECRETARIA DE EDUCAÇÃO
0710.01/2015 PP,120735.51,PREGÃO,2015-10-16,MENOR PREÇO,"AQUISIÇÃO DE PEÇAS AUTOMOTIVAS E ACESSÓRIOS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS SECRETARIAS DE EDUCAÇÃO E SAÚDE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-11-03,DESERTA,SECRETARIA DE EDUCAÇÃO
2008.01/2015 PP,194401.7,PREGÃO,2015-08-31,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRAÚLICO E DE CONSTRUÇÃO, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-09-16,FECHADA,SECRETARIA DE INFRAESTRUTURA
1208.01/2015 PP,120735.51,PREGÃO,2015-08-30,MENOR PREÇO,"AQUISIÇÃO DE PEÇAS AUTOMOTIVAS E ACESSÓRIOS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS SECRETARIAS DE EDUCAÇÃO E SAÚDE DO MUNICÍPIO DE ACARAÚ - CE.",2015-09-15,DESERTA,SECRETARIA DE EDUCAÇÃO
2307.01/2015 TP,135870.0,TOMADA DE PREÇOS,2015-07-27,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS PARA EXECUÇÃO DE CAPACITAÇÃO DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO PARA PARTICIPAÇÃO DO ENEM (EXAME NACIONAL DO ENSINO MÉDIO), DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ - CE.",2015-08-12,FECHADA,SECRETARIA DE EDUCAÇÃO
2007.01/2015 PP,48404.21,PREGÃO,2015-07-22,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE INFORMÁTICA DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-08-05,FECHADA,SECRETARIA DE SAÚDE
1407.02/2015 PP,19432.11,PREGÃO,2015-07-17,MENOR PREÇO,"AQUISIÇÃO DE PNEUS E BATERIAS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS SECRETARIAS DE EDUCAÇÃO E SAÚDE DO MUNICÍPIO DE  ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-07-30,FECHADA,SECRETARIA DE EDUCAÇÃO
1407.01/2015 PE,3829590.95,PREGÃO,2015-07-16,MENOR PREÇO,"AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), PARA ATENDER AOS PROGRAMAS JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ-CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-07-29,REVOGADA,SECRETARIA DE EDUCAÇÃO
1307.01/2015 PP,2274198.33,PREGÃO,2015-07-15,MENOR PREÇO,LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE.,2015-07-28,REVOGADA,SECRETARIA DE EDUCAÇÃO
0707.02/2015 TP,283671.78,TOMADA DE PREÇOS,2015-07-09,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAÚ - CE.,2015-07-28,FECHADA,SECRETARIA DE INFRAESTRUTURA
0707.01/2015 TP,51000.0,TOMADA DE PREÇOS,2015-07-09,MENOR PREÇO,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ESTUDOS E SONDAGENS GEOTÉCNICAS E GEOFÍSICAS EM DIVERSOS TERRENOS LOCALIZADOS NA SEDE E DISTRITOS DO MUNICÍPIO DE ACARAÚ - CE.,2015-07-27,FECHADA,Não Identificada
0607.01/2015 PP,161780.63,PREGÃO,2015-07-08,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SHOW ARTÍSTICO E SERVIÇOS DE INFRAESTRUTURA, SOM, ILUMINAÇÃO, PRODUÇÃO, ORGANIZAÇÃO E DIVULGAÇÃO, DESTINADOS A REALIZAÇÃO DOS FESTEJOS DE COMEMORAÇÃO AOS 166 ANOS DE EMANCIPAÇÃO POLÍTICA DO MUNICÍPIO DE ACARAÚ - CE, À REALIZAR-SE NO DIA 30 E 31 DE JULHO DE 2015, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-07-22,FECHADA,SECRETARIA DE INFRAESTRUTURA
0307.01/2015 PP,40161.67,PREGÃO,2015-07-07,MENOR PREÇO,AQUISIÇÃO DE MATERIAIS PERMANENTES DE INFORMÁTICA DESTINADOS A  SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ - CE .,2015-07-20,FRACASSADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
0107.01/2015 PP,1165077.8,PREGÃO,2015-07-03,MENOR PREÇO,"AQUISIÇÃO DE MEDICAMENTOS E CONTROLADOS, DESTINADOS AO PROGRAMA DA SAÚDE DA FAMÍLIA E AO CENTRO DE ATENÇÃO PSICOSSOCIAL  CAPS, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE.",2015-07-16,FECHADA,SECRETARIA DE SAÚDE
1706.01/2015 PP,19680.0,PREGÃO,2015-06-19,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE PALCO E SISTEMA DE SONORIZAÇÃO, DESTINADOS AO PROGRAMA DE ESPORTE E LAZER DA CIDADE (PELC), DE RESPONSABILIDADE DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-07-02,DESERTA,SECRETARIA DE ESPORTE E JUVENTUDE
2705.01/2015 PP,20788.72,PREGÃO,2019-05-29,MENOR PREÇO,"AQUISIÇÃO DE MATERIAL PERMANENTE E DE CONSUMO, DESTINADOS AO PROGRAMA DE ESPORTE E LAZER DA CIDADE (PELC), DE RESPONSABILIDADE DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-06-15,FECHADA,SECRETARIA DE ESPORTE E JUVENTUDE
2705.02/2015 PP,21520.08,PREGÃO,2015-05-29,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE PALCO E SISTEMA DE SONORIZAÇÃO, DESTINADOS AO PROGRAMA DE ESPORTE E LAZER DA CIDADE (PELC), DE RESPONSABILIDADE DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-06-15,FECHADA,SECRETARIA DE ESPORTE E JUVENTUDE
2605.02/2015 PP,55850.0,PREGÃO,2015-05-28,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS PARA FORNECIMENTO DE REFEIÇÕES (DO TIPO PRATO FEITO), DESTINADOS A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ES.PECIFICAÇÕES EM ANEXO DO EDITAL",2015-06-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
2605.01/2015 PP,445733.8,PREGÃO,2015-05-28,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS MECÂNICOS, ELÉTRICOS, HIDRÁULICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE,  CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-06-11,FECHADA,SECRETARIA DE INFRAESTRUTURA
1405.01/2015 TP,616423.11,TOMADA DE PREÇOS,2015-05-18,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA PARA AMPLIAÇÃO DE DUAS SALAS DE AULAS NA EEIEF JOÃO RIBEIRO RAMOS, EEIEF HERMÍNIA FRANKLINA DA SILVEIRA E NO CEI DONA MINERVINA ROCHA E COM QUATRO SALAS DE AULA NA EEIEF JOÃO JAIME FERREIRA GOMES, NO MUNICÍPIO DE ACARAÚ  CE, CONFORME PROJETO BÁSICO EM ANEXO.",2015-06-05,FECHADA,Não Identificada
1505.01/2015 PP,408272.1,PREGÃO,2015-05-19,MENOR PREÇO,"AQUISIÇÃO DE BRINQUEDOS, MATERIAIS DE EXPEDIENTE, PERMANENTE, CONSUMO E COPA E COZINHA, DESTINADOS A MANUTENÇÃO DAS CRECHES, DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO, DESTE MUNICIPIO.",2015-06-02,FECHADA,SECRETARIA DE EDUCAÇÃO
1205.01/2015 PP,129747.88,PREGÃO,2015-05-15,MENOR PREÇO,"AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-05-28,FECHADA,SECRETARIAS DIVERSAS
1105.02/2015 PP,321280.0,PREGÃO,2015-05-14,MENOR PREÇO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SHOW ARTÍSTICO E SERVIÇOS DE INFRAESTRUTURA, SOM, ILUMINAÇÃO, PRODUÇÃO, ORGANIZAÇÃO E DIVULGAÇÃO, DESTINADOS A REALIZAÇÃO DOS FESTEJOS DE ESPRAIADO, DE RESPONSABILIDADE DA SECRETARIA DE CULTURA, TURISMO E COMUNICAÇÃO DESTE MUNICÍPIO, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-05-27,FECHADA,SECRETARIA DE INFRAESTRUTURA
1105.01/2015 PP,321280.0,PREGÃO,2015-05-13,MENOR PREÇO,"CONTRATAÇÃO DE SERVIÇOS DE CONSERTOS E MANUTENÇÃO DE AR CONDICIONADOS, BEBEDOUROS E FREEZERES, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",2015-05-26,FECHADA,SECRETARIA DE INFRAESTRUTURA
2304.01/2015 TP,26720.25,TOMADA DE PREÇOS,2015-04-27,MENOR PREÇO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE COBERTA E FÔRRO DO POSTO DE SAÚDE DO DISTRITO DE JURITIANHA NO MUNICÍPIO DE ACARAÚ  CE.,2015-05-13,FECHADA,SECRETARIA DE INFRAESTRUTURA
1604.02/2015 PP,37914.34,PREGÃO,2015-04-20,MENOR PREÇO,AQUISIÇÃO DE MATERIAIS PERMANENTES DE INFORMÁTICA DESTINADOS A SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ - CE.,2015-05-06,FRACASSADA,SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
