Número,"Valor estimado",Modalidade,Publicação,Tipo,Objeto,Abertura,Situação
"1105.02/2016 CP","1.045.379,26",CONCORRÊNCIA,12/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE RESTAURACAO DE ESTRADAS VICINAIS COM RECUPERACAO DE PLATAFORMA NOS TRECHOS QUE LIGA ARANAU - CARRAPATEIRAS - CASTELHANO; CORREGO DA ANA VERISSIMO - ILHA DO RATO; RUA SANTOS MOURA (SEDE); RUA ALICE RAMOS (SEDE); TUCUNZEIROS",13/06/2016,FECHADA
"2005.01/2016 PP",,PREGÃO,20/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS PARA FORNECIMENTO DE REFEICOES (CAFE DA MANHA, ALMOCO E JANTAR), DESTINADOS AO GABINETE DO PREFEITO DO MUNICIPIO DE ACARAU - CE.",06/06/2016,FECHADA
"1205.06/2016 TP","248.673,78","TOMADA DE PREÇOS",12/05/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS PARA EXECUCAO DE CAPACITACAO DE ALUNOS DA REDE PUBLICA MUNICIPAL DE ENSINO MEDIO PARA PARTICIPACAO DO ENEM (EXAME NACIONAL DO ENSINO MEDIO), DE RESPONSABILIDADE DA SECRETARIA DE EDUCACAO DO MUNICIPIO DE ACARAU - CE.",02/06/2016,FECHADA
"1105.01/2016 TP","565.831,32","TOMADA DE PREÇOS",11/05/2016,"MENOR PREÇO","CONSTRUCAO DE QUADRAS POLIESPORTIVAS SEM COBERTURA NAS LOCALIDADES DE ESPRAIADO E CAJUEIRO DO BOI NO MUNICIPIO DE ACARAU - CE.",01/06/2016,FECHADA
"1205.02/2016 TP","273.111,44","TOMADA DE PREÇOS",13/05/2016,"MENOR PREÇO","CONSTRUCAO DE PRACAS NAS LOCALIDADES DE ILHA DOS COQUEIROS, NO DISTRITO DE ARANAU E NO BAIRRO MONGUBAS, DO MUNICIPIO DE ACARAU - CE.",31/05/2016,FECHADA
"1205.01/2016 PP",,PREGÃO,12/05/2016,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE EXPEDIENTES DESTINADOS AOS PROGRAMAS DA EDUCAÇÃO INFANTIL, ENSINO FUNDAMENTAL, EJA E DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO ACARAÚ - CE.",30/05/2016,REVOGADA
"0605.01/2016 PP",,PREGÃO,06/05/2016,"MENOR PREÇO","AQUISICAO DE PECAS AUTOMOTIVAS E ACESSORIOS, DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",25/05/2016,FECHADA
"0405.02/2016 PP",,PREGÃO,04/05/2016,"MENOR PREÇO","AQUISICAO DE FOGOS DE ARTIFICIOS DESTINADOS A REALIZACAO DE EVENTOS PROMOVIDOS ATRAVES DO GABINETE DO PREFEITO E DA SECRETARIA DE TURISMO, CULTURA E COMUNICACAO DESTE MUNICIPIO.",23/05/2016,FECHADA
"0405.01/2016 PP",,PREGÃO,04/05/2016,"MENOR PREÇO","AQUISICAO DE EQUIPAMENTO MEDICO HOSPITALAR, MATERIAL PERMANENTE, CONSUMO E MOBILIARIO, DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",20/05/2016,FECHADA
"0205.01/2016 PP",,PREGÃO,02/05/2016,"MENOR PREÇO","AQUISICAO DE MATERIAIS ESPORTIVOS DESTINADOS A SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAU - CE.",19/05/2016,FECHADA
"2904.01/2016 PP",,PREGÃO,29/04/2016,"MENOR PREÇO","AQUISICAO DE BACIA ESTACIONARIA PARA RESIDUOS OU ENTULHOS, DESTINADO A SECRETARIA DE INFRAESTRUTURA E ABRIGO PARA MOTO TAXI, DESTINADO AO GABINETE DO PREFEITO, DO MUNICIPIO DE ACARAU - CE.",16/05/2016,FECHADA
"2303.05/2016 CP","215.058,02",CONCORRÊNCIA,29/03/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS 01 e 02 DA LOCALIDADE DE CASTELHANO NO DISTRITO DE ARANAU NO MUNICIPIO DE ACARAU - CE.",14/05/2016,FECHADA
"1204.01/2016 PP",,PREGÃO,12/04/2016,"MENOR PREÇO","AQUISICAO DE MATERIAIS DE EXPEDIENTE, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",05/05/2016,FECHADA
"2303.04/2016 CP","268.878,04",CONCORRÊNCIA,29/03/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS: HERMENEGILDA VERISSIMO DE OLIVEIRA, DR. FRANCISCO ODEON SILVA, JOSE ANICETO SALES E MANOEL DE OLIVEIRA MAGALHAES NO BAIRRO BAILARINA NO MUNICIPIO DE ACARAU - CE.",04/05/2016,FECHADA
"2303.03/2016 CP","424.367,28",CONCORRÊNCIA,29/03/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS: JOSE CAPISTRANO NO BAIRRO DE PIRANHAS; CRISTINA CABRAL NO BAIRRO SAGUIM; JOSE MARIA DOS SANTOS, JOAQUIM DE OLIVEIRA MAGALHAES E NEON SALES LOPES NO BAIRRO BAILARINA NO MUNICIPIO.",02/05/2016,FECHADA
"2303.02/2016 CP","541.725,03",CONCORRÊNCIA,29/03/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS: MONSENHOR VICENTE ALBUQUERQUE NO BAIRRO BURITI; FRANCISCO TEOFILO ROCHA (TRECHO 01 E 02) E VEREADOR ANTONIO FERREIRA SALES NO BAIRRO RODAGEM; RUA DA REPUBLICA E FRANCISCO GONCALVES.",02/05/2016,FECHADA
"2303.01/2016 CP","966.034,00",CONCORRÊNCIA,29/03/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE PAVIMENTACAO EM PEDRA TOSCA NAS RUAS PE CAUBY JARDINS PONTES, JOAO BATISTA PEREIRA E LUIZ MARTINS NA LOCALIDADE DE MORADA NOVA; RUA DAMIANA MARIA BRANDAO NO DISTRITO DE ARANAU; SDO NA LOCALIDADE DE LAGOA DO CARNEIRO.",29/04/2016,FECHADA
"0504.01/2016 PP",,PREGÃO,05/04/2016,"MENOR PREÇO","AQUISICAO DE MATERIAL DE EXPEDIENTE, DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",27/04/2016,FECHADA
"0404.01/2016 PP",,PREGÃO,04/04/2016,"MENOR PREÇO","AQUISICAO DE KIT S AUXILIO NATALIDADE COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS, DESTINADAS AS FAMILIAS EM SITUACAO DE RISCO E VULNERABILIDADE SOCIAL DO MUNICIPIO DE ACARAU - CE.",20/04/2016,FECHADA
"2903.02/2016 PP",,PREGÃO,29/03/2016,"MENOR PREÇO","PRESTACAO DE SERVICOS DE MANUTENCAO DAS TORRES DE RETRANSMISSAO DO SINAL LOCAL DE TV E CONSERVACAO DAS EDIFICACOES QUE ABRIGAM OS EQUIPAMENTOS, DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICIPIO DE ACARAU - CE.",12/04/2016,FECHADA
"2903.01/2016 PP",,PREGÃO,29/03/2016,"MENOR PREÇO","AQUISICAO DE URNAS MORTUARIAS E KIT FUNERAL, BEM COMO O SERVICO DE TRANSLADO, COM VISTAS A CONCESSAO DE BENEFICIOS EVENTUAIS, DESTINADAS AS FAMILIAS CARENTES DO MUNICIPIO DE ACARAU - CE.",12/04/2016,FECHADA
"1603.01/2016 TP","549.333,30","TOMADA DE PREÇOS",17/03/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS TECNICOS DE ASSESSORIA E CONSULTORIA NA AREA DE CONTABILIDADE PUBLICA, DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU - CE.",05/04/2016,FECHADA
"1403.02/2016 PP",,PREGÃO,14/03/2016,"MENOR PREÇO","LOCACAO DE VEICULOS DESTINADOS AS UNIDADES ADMINISTRATIVAS DO MUNICIPIO DE ACARAU - CE.",01/04/2016,FECHADA
"0803.01/2016 PP",,PREGÃO,08/03/2016,"MENOR PREÇO","AQUISICAO DE EQUIPAMENTO MEDICO HOSPITALAR, ODONTOLOGICO, MATERIAL PERMANENTE, CONSUMO E MOBILIARIO, DESTINADOS A SECRETARIA DE SAUDE DO MUNICIPIO DE ACARAU - CE.",28/03/2016,FECHADA
"0203.02/2016 PP",,PREGÃO,02/03/2016,"MENOR PREÇO","AQUISICAO DE LIVROS DIDATICOS DESTINADOS A ALUNOS E PROFESSORES DA REDE MUNICIPAL DE EDUCACAO INFANTIL DO MUNICIPIO ACARAU - CE.",23/03/2016,FECHADA
"0203.01/2016 PP",,PREGÃO,02/03/2016,"MENOR PREÇO","PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS TORRES DE RETRANSMISSÃO DO SINAL LOCAL DE TV E CONSERVAÇÃO DAS EDIFICAÇÕES QUE ABRIGAM OS EQUIPAMENTOS, DE RESPONSABILIDADE DA SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ - CE.",21/03/2016,DESERTA
"0103.01/2016 PP",,PREGÃO,01/03/2016,"MENOR PREÇO","AQUISICAO DE IMPRESSORAS E ESTABILIZADORES PARA SUPRIR AS NECESSIDADES DA  SECRETARIA DE ADMINISTRACAO E FINANCAS DO MUNICIPIO DE ACARAU - CE.",16/03/2016,FECHADA
2202.01/2016,,PREGÃO,22/02/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE IMPRESSAO OFF-SET, LASER E DIGITAL, DESTINADOS AS SECRETARIAS DE EDUCACAO, SAUDE E ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",10/03/2016,FECHADA
"1802.01/2016 PE","2.015.010,10",PREGÃO,22/02/2016,"MENOR PREÇO","AQUISICAO DE GENEROS ALIMENTICIOS (PERECIVEIS E NAO-PERECIVEIS),DESTINADOS AOS PROGRAMAS DE RESPONSABILIDADEDA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",07/03/2016,FECHADA
"1702.01/2016 PP",,PREGÃO,17/02/2016,"MENOR PREÇO","CONTRATAÇÃO DE ASSESSORIA E CONSULTORIA ESPECIALIZADA PARA DIAGNOSTICO E RECUPERAÇÃO DE CRÉDITOS REFERENTE A DIFERENÇAS NO FATURAMENTO E RECOLHIMENTO DE IMPOSTOS DAS CONTAS DE ENERGIA DOS PRÉDIOS PÚBLICOS E ILUMINAÇÃO PÚBLICA DO MUNICÍPIO DE ACARAÚ - CE.",03/03/2016,FECHADA
"0102.01/2016 PP",,PREGÃO,01/02/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS MECANICOS, ELETRICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEICULOS DAS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",22/02/2016,FECHADA
"2701.01/2016 PP",,PREGÃO,27/01/2016,"MENOR PREÇO","AQUISIÇÃO DE URNAS MORTUÁRIAS E KIT FUNERAL, BEM COMO O SERVIÇO DE TRANSLADO, COM VISTAS A CONCESSÃO DE BENEFÍCIOS EVENTUAIS, DESTINADAS AS FAMÍLIAS CARENTES DO MUNICÍPIO DE ACARAÚ - CE.",19/02/2016,FRACASSADA
"2201.01/2016 TP","97.166,67","TOMADA DE PREÇOS",25/01/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS TECNICOS ESPECIALIZADOS PARA EXECUTAR SERVICO DE ELABORACAO COMPLETA E ACOMPANHAMENTO DO PROJETO DE FINANCIMENTO NO AMBITO DO PMAT...",17/02/2016,FECHADA
"0102.03/2016 PE","3.578.853,60",PREGÃO,02/02/2016,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",16/02/2016,REVOGADA
2101.03/2016,,PREGÃO,21/01/2016,"MENOR PREÇO","AQUISICAO  DE MATERIAL DE EXPEDIENTE, DESTINADOS A MANUTENCAO DAS ATIVIDADES DOS PROGRAMAS E DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",15/02/2016,FECHADA
"1201.01/2016 PP","289.032,59",PREGÃO,12/01/2016,"MENOR PREÇO","AQUISICAO DE MATERIAIS DE LIMPEZA E HIGIENE PESSOAL, DESTINADOS A MANUTENCAO DAS ATIVIDADES DOS PROGRAMAS E DA SECRETARIA DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",01/02/2016,FECHADA
"0801.02/2016 TP","51.999,96","TOMADA DE PREÇOS",12/01/2016,"MENOR PREÇO","CONTRATACAO DE PROFISSIONAL COM FORMACAO EM TECNOLOGIA EM SANEAMENTO AMBIENTAL PARA O DESENVOLVIMENTO DE SERVICOS EM FISCALIZACAO E LICENCIAMENTO AMBIENTAL, JUNTO A SECRETARIA DE MEIO AMBIENTE NO MUNICIPIO DE ACARAU - CE.",29/01/2016,FECHADA
"0801.01/2016 TP","51.279,96","TOMADA DE PREÇOS",12/01/2016,"MENOR PREÇO","CONTRATACAO DE PROFISSIONAL COM BACHARELADO EM BIOLOGIA PARA DESENVOLVER ESTUDOS E PROJETOS AMBIENTAIS NO SETOR DE EDUCACAO AMBIENTAL, JUNTO A SECRETARIA DE MEIO AMBIENTE NO MUNICIPIO DE ACARAU - CE.",28/01/2016,FECHADA
"0601.01/2016 TP","801.926,07","TOMADA DE PREÇOS",06/01/2016,"MENOR PREÇO","PAVIMENTACAO EM PEDRA TOSCA NAS RUAS 01,02,03,04,05 NA LOCALIDADE DE MACAJUBA, RUAS JOAO MIRANDA E RAFAEL FERREIRA BRANDAO NO DISTRITO DE ARANAU E NAS RUAS JOSE ANASTACIO FONTELES E DJACIR SALES NA SEDE DO MUNICIPIO DE ACARAU",28/01/2016,FECHADA
"0701.02/2016 TP","154.399,92","TOMADA DE PREÇOS",07/01/2016,"MENOR PREÇO","CONTRATACAO DE SERVICOS DE ACOMPANHAMENTO DE INDICES CONSTITUCIONAIS DE APLICACAO EM EDUCACAO E SAUDE, BEM COMO A APLICACAO DA LEI DE RESPONSABILIDADE FISCAL JUNTO AO MUNICIPIO DE ACARAU - CE.",27/01/2016,FECHADA
0701.01/2016PP,,PREGÃO,07/01/2016,"MENOR PREÇO","AQUISICAO DE GAS DE COZINHA (GLP), DESTINADOS AS DIVERSAS SECRETARIAS MUNICIPAIS DE ACARAU - CE, CONFORME ESPECIFICACOES EM ANEXO NO EDITAL.",26/01/2016,FECHADA
"0801.03/2016 PP","92.800,00",PREGÃO,11/01/2016,"MENOR PREÇO","CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE GERENCIAMENTO, EXECUCAO, COORDENACAO DOS ACONTECIMENTOS COMEMORATIVOS TRADICIONAIS E INAUGURACOES SOLENES DO MUNICIPIO DE ACARAU - CE",25/01/2016,FECHADA
"0501.01/2016 TP",,"TOMADA DE PREÇOS",05/01/2016,"MENOR PREÇO","PRESTACAO DE SERVICOS ESPECIALIZADOS EM CONSULTORIA E ASSESSORIA EM ATIVIDADES DE APOIO ADMINISTRATIVO NA AREA DE PLANEJAMENTO E GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL DO MUNICIPIO DE ACARAU - CE.",25/01/2016,FECHADA
"0401.01/2016 PP","5.533.803,50",PREGÃO,05/01/2016,"MENOR PREÇO","AQUISICAO DE COMBUSTIVEL, LUBRIFICANTES E DERIVADOS DO PETROLEO, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAU - CE.",18/01/2016,FECHADA
"0912.01/2015 PE","6.441.249,37",PREGÃO,10/12/2015,"MENOR PREÇO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), PARA ATENDER AOS PROGRAMAS JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",23/12/2015,FECHADA
"2711.01/2015 PP","105.199,92",PREGÃO,30/11/2015,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE PROCESSAMENTO DE DADOS JUNTO AO MINISTÉRIO DO TRABALHO, MINISTÉRIO DA PREVIDÊNCIA, RECEITA FEDERAL DO BRASIL E CAIXA ECONÔMICA FEDERAL, BEM COMO ASSESSORIA NAS ROTINAS DO SETOR DE RECURSOS HUMANOS, JUNTO A SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ-CE.",16/12/2015,FECHADA
"1011.01/2015 TP","32.400,16","TOMADA DE PREÇOS",30/11/2015,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS DE PROCESSAMENTO DE DADOS JUNTO AO MINISTÉRIO DO TRABALHO, MINISTÉRIO DA PREVIDÊNCIA, RECEITA FEDERAL DO BRASIL E CAIXA ECONÔMICA FEDERAL, BEM COMO ASSESSORIA NAS ROTINAS DO SETOR DE RECURSOS HUMANOS, JUNTO A SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ-CE.",07/12/2015,FECHADA
"0511.01/2015 PP","49.962,34",PREGÃO,09/11/2015,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR, DESTINADO A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",20/11/2015,FECHADA
"1510.01/2015 TP","7.300,00","TOMADA DE PREÇOS",23/10/2015,"MENOR PREÇO","CONTRATAÇÃO DE CONSULTORIA TÉCNICA ESPECIALIZADA DE AGROECOLOGIA, GEOREFERENCIAMENTO, ANÁLISE DE ESTUDOS AMBIENTAIS, ARBORIZAÇÃO URBANA E ELABORAÇÃO DE PLANO DE MANEJO DA ÁREA DE PRESERVAÇÃO DA LAGOA DO ESPINHO, DESTINADOS A SECRETARIA DE MEIO AMBIENTE DO MUNICÍPIO DE ACARAÚ - CE.",10/11/2015,DESERTA
"0710.02/2015 PP","1.047.844,35",PREGÃO,16/10/2015,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE.",04/11/2015,REVOGADA
"0710.01/2015 PP","120.735,51",PREGÃO,16/10/2015,"MENOR PREÇO","AQUISIÇÃO DE PEÇAS AUTOMOTIVAS E ACESSÓRIOS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS SECRETARIAS DE EDUCAÇÃO E SAÚDE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",03/11/2015,DESERTA
"2008.01/2015 PP","194.401,70",PREGÃO,31/08/2015,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL ELÉTRICO, HIDRAÚLICO E DE CONSTRUÇÃO, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",16/09/2015,FECHADA
"1208.01/2015 PP","120.735,51",PREGÃO,30/08/2015,"MENOR PREÇO","AQUISIÇÃO DE PEÇAS AUTOMOTIVAS E ACESSÓRIOS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS SECRETARIAS DE EDUCAÇÃO E SAÚDE DO MUNICÍPIO DE ACARAÚ - CE.",15/09/2015,DESERTA
"2307.01/2015 TP","135.870,00","TOMADA DE PREÇOS",27/07/2015,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS PARA EXECUÇÃO DE CAPACITAÇÃO DE ALUNOS DA REDE PÚBLICA MUNICIPAL DE ENSINO MÉDIO PARA PARTICIPAÇÃO DO ENEM (EXAME NACIONAL DO ENSINO MÉDIO), DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ - CE.",12/08/2015,FECHADA
"2007.01/2015 PP","48.404,21",PREGÃO,22/07/2015,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE INFORMÁTICA DESTINADOS A SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",05/08/2015,FECHADA
"1407.02/2015 PP","19.432,11",PREGÃO,17/07/2015,"MENOR PREÇO","AQUISIÇÃO DE PNEUS E BATERIAS, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS SECRETARIAS DE EDUCAÇÃO E SAÚDE DO MUNICÍPIO DE  ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",30/07/2015,FECHADA
"1407.01/2015 PE","3.829.590,95",PREGÃO,16/07/2015,"MENOR PREÇO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS E NÃO-PERECÍVEIS), PARA ATENDER AOS PROGRAMAS JUNTO A SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE ACARAÚ-CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",29/07/2015,REVOGADA
"1307.01/2015 PP","2.274.198,33",PREGÃO,15/07/2015,"MENOR PREÇO","LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ALUNOS DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE ACARAÚ - CE.",28/07/2015,REVOGADA
"0707.02/2015 TP","283.671,78","TOMADA DE PREÇOS",09/07/2015,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ROÇADA MANUAL E CORTE DE CAPOEIRA FINA A FOICE EM DIVERSOS TRECHOS DE ESTRADAS DO MUNICÍPIO DE ACARAÚ - CE.",28/07/2015,FECHADA
"0707.01/2015 TP","51.000,00","TOMADA DE PREÇOS",09/07/2015,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ESTUDOS E SONDAGENS GEOTÉCNICAS E GEOFÍSICAS EM DIVERSOS TERRENOS LOCALIZADOS NA SEDE E DISTRITOS DO MUNICÍPIO DE ACARAÚ - CE.",27/07/2015,FECHADA
"0607.01/2015 PP","161.780,63",PREGÃO,08/07/2015,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SHOW ARTÍSTICO E SERVIÇOS DE INFRAESTRUTURA, SOM, ILUMINAÇÃO, PRODUÇÃO, ORGANIZAÇÃO E DIVULGAÇÃO, DESTINADOS A REALIZAÇÃO DOS FESTEJOS DE COMEMORAÇÃO AOS 166 ANOS DE EMANCIPAÇÃO POLÍTICA DO MUNICÍPIO DE ACARAÚ - CE, À REALIZAR-SE NO DIA 30 E 31 DE JULHO DE 2015, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",22/07/2015,FECHADA
"0307.01/2015 PP","40.161,67",PREGÃO,07/07/2015,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS PERMANENTES DE INFORMÁTICA DESTINADOS A  SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS DO MUNICÍPIO DE ACARAÚ - CE .",20/07/2015,FRACASSADA
"0107.01/2015 PP","1.165.077,80",PREGÃO,03/07/2015,"MENOR PREÇO","AQUISIÇÃO DE MEDICAMENTOS E CONTROLADOS, DESTINADOS AO PROGRAMA DA SAÚDE DA FAMÍLIA E AO CENTRO DE ATENÇÃO PSICOSSOCIAL  CAPS, DE RESPONSABILIDADE DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE ACARAÚ - CE.",16/07/2015,FECHADA
"1706.01/2015 PP","19.680,00",PREGÃO,19/06/2015,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE PALCO E SISTEMA DE SONORIZAÇÃO, DESTINADOS AO PROGRAMA DE ESPORTE E LAZER DA CIDADE (PELC), DE RESPONSABILIDADE DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",02/07/2015,DESERTA
"2705.01/2015 PP","20.788,72",PREGÃO,29/05/2019,"MENOR PREÇO","AQUISIÇÃO DE MATERIAL PERMANENTE E DE CONSUMO, DESTINADOS AO PROGRAMA DE ESPORTE E LAZER DA CIDADE (PELC), DE RESPONSABILIDADE DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",15/06/2015,FECHADA
"2705.02/2015 PP","21.520,08",PREGÃO,29/05/2015,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA LOCAÇÃO DE PALCO E SISTEMA DE SONORIZAÇÃO, DESTINADOS AO PROGRAMA DE ESPORTE E LAZER DA CIDADE (PELC), DE RESPONSABILIDADE DA SECRETARIA DE DESPORTO E JUVENTUDE DO MUNICIPIO DE ACARAÚ  CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",15/06/2015,FECHADA
"2605.02/2015 PP","55.850,00",PREGÃO,28/05/2015,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS PARA FORNECIMENTO DE REFEIÇÕES (DO TIPO PRATO FEITO), DESTINADOS A SECRETARIA DE INFRAESTRUTURA DO MUNICÍPIO DE ACARAÚ - CE, CONFORME ES.PECIFICAÇÕES EM ANEXO DO EDITAL",11/06/2015,FECHADA
"2605.01/2015 PP","445.733,80",PREGÃO,28/05/2015,"MENOR PREÇO","CONTRATAÇÃO DE SERVIÇOS MECÂNICOS, ELÉTRICOS, HIDRÁULICOS, FUNILARIA E PINTURA, DESTINADOS A FROTA OFICIAL DE VEÍCULOS DAS DIVERSAS SECRETARIAS DO MUNICÍPIO DE ACARAÚ - CE,  CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",11/06/2015,FECHADA
"1405.01/2015 TP","616.423,11","TOMADA DE PREÇOS",18/05/2015,"MENOR PREÇO","CONTRATAÇÃO DE EMPRESA PARA AMPLIAÇÃO DE DUAS SALAS DE AULAS NA EEIEF JOÃO RIBEIRO RAMOS, EEIEF HERMÍNIA FRANKLINA DA SILVEIRA E NO CEI DONA MINERVINA ROCHA E COM QUATRO SALAS DE AULA NA EEIEF JOÃO JAIME FERREIRA GOMES, NO MUNICÍPIO DE ACARAÚ  CE, CONFORME PROJETO BÁSICO EM ANEXO.",05/06/2015,FECHADA
"1505.01/2015 PP","408.272,10",PREGÃO,19/05/2015,"MENOR PREÇO","AQUISIÇÃO DE BRINQUEDOS, MATERIAIS DE EXPEDIENTE, PERMANENTE, CONSUMO E COPA E COZINHA, DESTINADOS A MANUTENÇÃO DAS CRECHES, DE RESPONSABILIDADE DA SECRETARIA DE EDUCAÇÃO, DESTE MUNICIPIO.",02/06/2015,FECHADA
"1205.01/2015 PP","129.747,88",PREGÃO,15/05/2015,"MENOR PREÇO","AQUISIÇÃO DE MATERIAIS DE EXPEDIENTE, DESTINADOS AS DIVERSAS SECRETARIAS DO MUNICIPIO DE ACARAÚ - CE, CONFORME ESPECIFICAÇÕES EM ANEXO DO EDITAL.",28/05/2015,FECHADA
